ID,experimental_replicate,dose,ecuatorial,polar,,,,,,,,,,
20,1,0.04,2.27,2.69,,,,,,,,,,
123,1,0.04,1.88,1.82,,,,,,,,,,
123,1,0.04,1.19,1.16,,,,,,,,,,
123,1,0.04,0.00,0.00,,,,,,,,,,
123,1,0.04,1.89,1.96,,,,,,,,,,
21,1,0.04,0.00,0.00,,,,,,,,,,
21,1,0.04,1.24,1.33,,,,,,,,,,
21,1,0.04,1.10,1.03,,,,,,,,,,
21,1,0.04,0.00,0.00,,,,,,,,,,
74SS1,1,0.04,0.00,0.00,,,,,,,,,,
74SS1,1,0.04,2.33,2.48,,,,,,,,,,
74SS1,1,0.04,1.37,1.66,,,,,,,,,,
74SS1,1,0.04,0.00,0.00,,,,,,,,,,
87,1,0.04,1.66,1.73,,,,,,,,,,
87,1,0.04,2.06,2.14,,,,,,,,,,
87,1,0.04,0.00,0.00,,,,,,,,,,
87,1,0.04,1.86,1.64,,,,,,,,,,
118,1,0.04,2.04,2.17,,,,,,,,,,
118,1,0.04,2.39,1.87,,,,,,,,,,
118,1,0.04,1.45,1.31,,,,,,,,,,
118,1,0.04,1.99,1.90,,,,,,,,,,
129,1,0.04,0.00,0.00,,,,,,,,,,
129,1,0.04,0.76,0.61,,,,,,,,,,
129,1,0.04,0.10,0.10,,,,,,,,,,
129,1,0.04,0.40,0.40,,,,,,,,,,
449,1,0.04,1.63,1.51,,,,,,,,,,
449,1,0.04,0.10,0.10,,,,,,,,,,
449,1,0.04,0.00,0.00,,,,,,,,,,
449,1,0.04,0.00,0.00,,,,,,,,,,
461,1,0.04,0.00,0.00,,,,,,,,,,
461,1,0.04,0.00,0.00,,,,,,,,,,
461,1,0.04,0.00,0.00,,,,,,,,,,
461,1,0.04,0.00,0.00,,,,,,,,,,
467,1,0.04,0.00,0.00,,,,,,,,,,
467,1,0.04,0.00,0.00,,,,,,,,,,
467,1,0.04,0.83,0.83,,,,,,,,,,
467,1,0.04,0.00,0.00,,,,,,,,,,
475,1,0.04,0.05,0.05,,,,,,,,,,
475,1,0.04,0.00,0.00,,,,,,,,,,
475,1,0.04,0.00,0.00,,,,,,,,,,
475,1,0.04,0.91,1.02,,,,,,,,,,
558,1,0.04,2.90,2.68,,,,,,,,,,
558,1,0.04,2.41,2.50,,,,,,,,,,
558,1,0.04,2.53,2.44,,,,,,,,,,
558,1,0.04,2.67,2.53,,,,,,,,,,
564,1,0.04,0.00,0.00,,,,,,,,,,
564,1,0.04,0.00,0.00,,,,,,,,,,
564,1,0.04,0.00,0.00,,,,,,,,,,
564,1,0.04,0.00,0.00,,,,,,,,,,
568,1,0.04,1.72,1.68,,,,,,,,,,
568,1,0.04,1.44,1.56,,,,,,,,,,
568,1,0.04,2.43,2.18,,,,,,,,,,
568,1,0.04,1.62,1.66,,,,,,,,,,
581,1,0.04,2.78,2.85,,,,,,,,,,
581,1,0.04,0.00,0.00,,,,,,,,,,
581,1,0.04,3.08,3.11,,,,,,,,,,
581,1,0.04,2.75,2.87,,,,,,,,,,
645,1,0.04,0.00,0.00,,,,,,,,,,
645,1,0.04,0.15,0.15,,,,,,,,,,
645,1,0.04,2.85,2.56,,,,,,,,,,
645,1,0.04,1.14,1.19,,,,,,,,,,
667,1,0.04,0.00,0.00,,,,,,,,,,
667,1,0.04,0.87,1.08,,,,,,,,,,
667,1,0.04,0.00,0.00,,,,,,,,,,
667,1,0.04,0.00,0.00,,,,,,,,,,
800,1,0.04,1.22,1.23,,,,,,,,,,
800,1,0.04,1.50,1.64,,,,,,,,,,
800,1,0.04,1.39,1.49,,,,,,,,,,
800,1,0.04,2.05,1.73,,,,,,,,,,
62-02,1,0.04,1.57,1.74,,,,,,,,,,
62-02,1,0.04,2.04,2.12,,,,,,,,,,
62-02,1,0.04,1.97,1.91,,,,,,,,,,
62-02,1,0.04,1.70,1.60,,,,,,,,,,
62-03,1,0.04,0.00,0.00,,,,,,,,,,
62-03,1,0.04,0.00,0.00,,,,,,,,,,
62-03,1,0.04,0.00,0.00,,,,,,,,,,
62-03,1,0.04,2.09,1.95,,,,,,,,,,
62-04,1,0.04,2.69,2.64,,,,,,,,,,
62-04,1,0.04,2.36,2.54,,,,,,,,,,
62-04,1,0.04,1.92,2.05,,,,,,,,,,
62-04,1,0.04,2.39,2.26,,,,,,,,,,
78-01,1,0.04,1.12,1.00,,,,,,,,,,
78-01,1,0.04,1.62,1.53,,,,,,,,,,
78-01,1,0.04,1.83,1.76,,,,,,,,,,
78-01,1,0.04,2.71,2.76,,,,,,,,,,
78-02,1,0.04,1.35,1.55,,,,,,,,,,
78-02,1,0.04,0.02,0.02,,,,,,,,,,
78-02,1,0.04,1.40,1.25,,,,,,,,,,
78-02,1,0.04,0.00,0.00,,,,,,,,,,
78-05,1,0.04,1.36,1.27,,,,,,,,,,
78-05,1,0.04,0.90,0.77,,,,,,,,,,
78-05,1,0.04,1.37,1.31,,,,,,,,,,
78-05,1,0.04,2.29,2.31,,,,,,,,,,
S-01,1,0.04,1.65,1.58,,,,,,,,,,
S-01,1,0.04,1.90,1.75,,,,,,,,,,
S-01,1,0.04,1.63,1.48,,,,,,,,,,
S-01,1,0.04,1.61,1.45,,,,,,,,,,
H-01,1,0.04,1.94,2.02,,,,,,,,,,
H-01,1,0.04,0.97,1.00,,,,,,,,,,
H-01,1,0.04,1.01,1.22,,,,,,,,,,
H-01,1,0.04,1.28,1.19,,,,,,,,,,
H-03,1,0.04,2.06,2.18,,,,,,,,,,
H-03,1,0.04,1.28,1.15,,,,,,,,,,
H-03,1,0.04,2.18,2.23,,,,,,,,,,
H-03,1,0.04,1.36,1.25,,,,,,,,,,
H-04,1,0.04,1.13,1.20,,,,,,,,,,
H-04,1,0.04,1.23,1.36,,,,,,,,,,
H-04,1,0.04,2.14,2.14,,,,,,,,,,
H-04,1,0.04,1.82,2.01,,,,,,,,,,
I-20,1,0.04,1.40,1.51,,,,,,,,,,
I-20,1,0.04,0.00,0.00,,,,,,,,,,
I-20,1,0.04,0.00,0.00,,,,,,,,,,
I-20,1,0.04,0.00,0.00,,,,,,,,,,
419,1,0.04,1.23,1.37,,,,,,,,,,
419,1,0.04,1.48,1.42,,,,,,,,,,
419,1,0.04,1.30,1.32,,,,,,,,,,
419,1,0.04,1.88,1.92,,,,,,,,,,
413,1,0.04,2.37,2.21,,,,,,,,,,
413,1,0.04,2.00,2.00,,,,,,,,,,
413,1,0.04,2.70,2.46,,,,,,,,,,
413,1,0.04,2.39,2.38,,,,,,,,,,
W212,1,0.04,2.06,2.04,,,,,,,,,,
W212,1,0.04,2.58,2.41,,,,,,,,,,
W212,1,0.04,2.20,2.26,,,,,,,,,,
W212,1,0.04,1.84,2.26,,,,,,,,,,
318,1,0.04,1.78,1.90,,,,,,,,,,
318,1,0.04,2.25,2.00,,,,,,,,,,
318,1,0.04,2.29,2.41,,,,,,,,,,
318,1,0.04,2.01,1.66,,,,,,,,,,
1025,1,0.04,2.06,1.07,,,,,,,,,,
1025,1,0.04,1.26,1.09,,,,,,,,,,
1025,1,0.04,1.26,1.34,,,,,,,,,,
1025,1,0.04,1.62,1.33,,,,,,,,,,
1026,1,0.04,1.66,1.59,,,,,,,,,,
1026,1,0.04,1.10,1.17,,,,,,,,,,
1026,1,0.04,2.16,2.09,,,,,,,,,,
1026,1,0.04,2.97,2.98,,,,,,,,,,
1027,1,0.04,0.00,0.00,,,,,,,,,,
1027,1,0.04,0.00,0.00,,,,,,,,,,
1027,1,0.04,1.32,1.20,,,,,,,,,,
1027,1,0.04,0.00,0.00,,,,,,,,,,
1029,1,0.04,0.75,0.71,,,,,,,,,,
1029,1,0.04,0.00,0.00,,,,,,,,,,
1029,1,0.04,0.10,0.10,,,,,,,,,,
1029,1,0.04,0.00,0.00,,,,,,,,,,
1032,1,0.04,0.00,0.00,,,,,,,,,,
1032,1,0.04,0.00,0.00,,,,,,,,,,
1032,1,0.04,0.86,1.04,,,,,,,,,,
1032,1,0.04,0.20,0.20,,,,,,,,,,
1033,1,0.04,1.90,1.79,,,,,,,,,,
1033,1,0.04,1.07,1.03,,,,,,,,,,
1033,1,0.04,1.86,1.71,,,,,,,,,,
1033,1,0.04,2.82,2.85,,,,,,,,,,
1,1,0.06,0.00,0.00,,,,,,,,,,
1,1,0.06,0.00,0.00,,,,,,,,,,
1,1,0.06,0.96,1.18,,,,,,,,,,
1,1,0.06,1.16,1.24,,,,,,,,,,
8,1,0.06,1.79,1.54,,,,,,,,,,
8,1,0.06,1.58,1.55,,,,,,,,,,
8,1,0.06,0.89,0.95,,,,,,,,,,
8,1,0.06,0.86,0.91,,,,,,,,,,
12B,1,0.06,1.63,1.64,,,,,,,,,,
12B,1,0.06,1.50,1.67,,,,,,,,,,
12B,1,0.06,1.05,1.29,,,,,,,,,,
12B,1,0.06,1.63,1.37,,,,,,,,,,
20,1,0.06,1.41,1.63,,,,,,,,,,
20,1,0.06,1.24,1.47,,,,,,,,,,
20,1,0.06,1.48,1.15,,,,,,,,,,
20,1,0.06,1.48,1.78,,,,,,,,,,
123,1,0.06,0.00,0.00,,,,,,,,,,
123,1,0.06,0.25,0.25,,,,,,,,,,
123,1,0.06,0.00,0.00,,,,,,,,,,
123,1,0.06,1.23,0.84,,,,,,,,,,
21,1,0.06,0.00,0.00,,,,,,,,,,
21,1,0.06,,,,,,,,,,,,
21,1,0.06,0.25,0.25,,,,,,,,,,
21,1,0.06,0.00,0.00,,,,,,,,,,
74SS1,1,0.06,0.96,1.20,,,,,,,,,,
74SS1,1,0.06,1.75,1.62,,,,,,,,,,
74SS1,1,0.06,0.00,0.00,,,,,,,,,,
74SS1,1,0.06,0.00,0.00,,,,,,,,,,
87,1,0.06,1.33,1.47,,,,,,,,,,
87,1,0.06,1.58,1.38,,,,,,,,,,
87,1,0.06,0.00,0.00,,,,,,,,,,
87,1,0.06,0.98,1.10,,,,,,,,,,
118,1,0.06,1.54,1.74,,,,,,,,,,
118,1,0.06,1.22,1.26,,,,,,,,,,
118,1,0.06,1.38,1.39,,,,,,,,,,
118,1,0.06,1.88,1.57,,,,,,,,,,
129,1,0.06,0.00,0.00,,,,,,,,,,
129,1,0.06,0.00,0.00,,,,,,,,,,
129,1,0.06,1.21,1.13,,,,,,,,,,
129,1,0.06,1.55,1.30,,,,,,,,,,
449,1,0.06,1.00,1.00,,,,,,,,,,
449,1,0.06,0.00,0.00,,,,,,,,,,
449,1,0.06,0.00,0.00,,,,,,,,,,
449,1,0.06,0.00,0.00,,,,,,,,,,
461,1,0.06,0.00,0.00,,,,,,,,,,
461,1,0.06,0.00,0.00,,,,,,,,,,
461,1,0.06,0.00,0.00,,,,,,,,,,
461,1,0.06,0.00,0.00,,,,,,,,,,
467,1,0.06,0.00,0.00,,,,,,,,,,
467,1,0.06,0.00,0.00,,,,,,,,,,
467,1,0.06,0.00,0.00,,,,,,,,,,
467,1,0.06,0.00,0.00,,,,,,,,,,
475,1,0.06,0.00,0.00,,,,,,,,,,
475,1,0.06,0.15,0.15,,,,,,,,,,
475,1,0.06,0.78,1.12,,,,,,,,,,
475,1,0.06,0.00,0.00,,,,,,,,,,
558,1,0.06,2.20,2.29,,,,,,,,,,
558,1,0.06,2.16,2.12,,,,,,,,,,
558,1,0.06,1.80,1.76,,,,,,,,,,
558,1,0.06,2.36,1.99,,,,,,,,,,
564,1,0.06,0.00,0.00,,,,,,,,,,
564,1,0.06,0.00,0.00,,,,,,,,,,
564,1,0.06,0.00,0.00,,,,,,,,,,
564,1,0.06,0.00,0.00,,,,,,,,,,
568,1,0.06,1.18,1.34,,,,,,,,,,
568,1,0.06,1.71,1.75,,,,,,,,,,
568,1,0.06,1.58,1.64,,,,,,,,,,
568,1,0.06,1.56,1.73,,,,,,,,,,
581,1,0.06,1.84,1.72,,,,,,,,,,
581,1,0.06,0.00,0.00,,,,,,,,,,
581,1,0.06,2.29,2.02,,,,,,,,,,
581,1,0.06,1.93,1.57,,,,,,,,,,
645,1,0.06,0.00,0.00,,,,,,,,,,
645,1,0.06,0.20,0.20,,,,,,,,,,
645,1,0.06,1.72,1.80,,,,,,,,,,
645,1,0.06,1.33,1.46,,,,,,,,,,
667,1,0.06,0.05,0.05,,,,,,,,,,
667,1,0.06,0.00,0.00,,,,,,,,,,
667,1,0.06,0.00,0.00,,,,,,,,,,
667,1,0.06,0.00,0.00,,,,,,,,,,
800,1,0.06,0.67,0.77,,,,,,,,,,
800,1,0.06,0.88,1.07,,,,,,,,,,
800,1,0.06,0.88,0.92,,,,,,,,,,
800,1,0.06,1.15,0.99,,,,,,,,,,
62-02,1,0.06,1.45,1.38,,,,,,,,,,
62-02,1,0.06,1.66,1.52,,,,,,,,,,
62-02,1,0.06,1.46,1.50,,,,,,,,,,
62-02,1,0.06,1.17,1.31,,,,,,,,,,
62-03,1,0.06,0.00,0.00,,,,,,,,,,
62-03,1,0.06,0.00,0.00,,,,,,,,,,
62-03,1,0.06,0.00,0.00,,,,,,,,,,
62-03,1,0.06,0.67,0.73,,,,,,,,,,
62-04,1,0.06,1.79,1.83,,,,,,,,,,
62-04,1,0.06,2.07,2.04,,,,,,,,,,
62-04,1,0.06,1.49,1.68,,,,,,,,,,
62-04,1,0.06,1.45,1.34,,,,,,,,,,
78-01,1,0.06,0.80,1.07,,,,,,,,,,
78-01,1,0.06,0.35,0.35,,,,,,,,,,
78-01,1,0.06,1.04,1.15,,,,,,,,,,
78-01,1,0.06,0.81,1.00,,,,,,,,,,
78-02,1,0.06,0.20,0.20,,,,,,,,,,
78-02,1,0.06,0.00,0.00,,,,,,,,,,
78-02,1,0.06,1.23,1.29,,,,,,,,,,
78-02,1,0.06,0.00,0.00,,,,,,,,,,
78-05,1,0.06,1.11,0.94,,,,,,,,,,
78-05,1,0.06,1.08,0.86,,,,,,,,,,
78-05,1,0.06,1.20,1.19,,,,,,,,,,
78-05,1,0.06,1.25,1.27,,,,,,,,,,
S-01,1,0.06,0.80,0.80,,,,,,,,,,
S-01,1,0.06,1.33,1.49,,,,,,,,,,
S-01,1,0.06,1.23,1.31,,,,,,,,,,
S-01,1,0.06,1.41,1.64,,,,,,,,,,
H-01,1,0.06,1.44,1.14,,,,,,,,,,
H-01,1,0.06,1.17,1.06,,,,,,,,,,
H-01,1,0.06,0.99,0.83,,,,,,,,,,
H-01,1,0.06,0.89,0.80,,,,,,,,,,
H-03,1,0.06,1.58,1.69,,,,,,,,,,
H-03,1,0.06,0.63,0.80,,,,,,,,,,
H-03,1,0.06,1.11,1.16,,,,,,,,,,
H-03,1,0.06,1.28,1.39,,,,,,,,,,
H-04,1,0.06,1.49,1.40,,,,,,,,,,
H-04,1,0.06,0.00,0.00,,,,,,,,,,
H-04,1,0.06,1.31,1.46,,,,,,,,,,
H-04,1,0.06,0.99,1.10,,,,,,,,,,
I-20,1,0.06,1.30,0.84,,,,,,,,,,
I-20,1,0.06,0.00,0.00,,,,,,,,,,
I-20,1,0.06,0.00,0.00,,,,,,,,,,
I-20,1,0.06,0.00,0.00,,,,,,,,,,
419,1,0.06,1.23,1.29,,,,,,,,,,
419,1,0.06,1.21,1.11,,,,,,,,,,
419,1,0.06,0.00,0.00,,,,,,,,,,
419,1,0.06,0.97,0.92,,,,,,,,,,
413,1,0.06,1.90,2.06,,,,,,,,,,
413,1,0.06,1.84,1.84,,,,,,,,,,
413,1,0.06,1.77,1.87,,,,,,,,,,
413,1,0.06,2.09,1.99,,,,,,,,,,
W212,1,0.06,1.98,1.84,,,,,,,,,,
W212,1,0.06,2.13,2.39,,,,,,,,,,
W212,1,0.06,1.48,1.62,,,,,,,,,,
W212,1,0.06,1.77,1.84,,,,,,,,,,
318,1,0.06,1.16,1.03,,,,,,,,,,
318,1,0.06,1.89,1.77,,,,,,,,,,
318,1,0.06,1.87,1.64,,,,,,,,,,
318,1,0.06,1.95,1.67,,,,,,,,,,
1025,1,0.06,0.25,0.25,,,,,,,,,,
1025,1,0.06,0.30,0.30,,,,,,,,,,
1025,1,0.06,1.52,1.31,,,,,,,,,,
1025,1,0.06,1.56,1.52,,,,,,,,,,
1026,1,0.06,1.55,1.55,,,,,,,,,,
1026,1,0.06,0.10,0.10,,,,,,,,,,
1026,1,0.06,1.93,1.72,,,,,,,,,,
1026,1,0.06,1.24,1.51,,,,,,,,,,
1027,1,0.06,0.00,0.00,,,,,,,,,,
1027,1,0.06,0.00,0.00,,,,,,,,,,
1027,1,0.06,0.00,0.00,,,,,,,,,,
1027,1,0.06,0.00,0.00,,,,,,,,,,
1029,1,0.06,0.00,0.00,,,,,,,,,,
1029,1,0.06,0.93,0.83,,,,,,,,,,
1029,1,0.06,0.05,0.05,,,,,,,,,,
1029,1,0.06,0.00,0.00,,,,,,,,,,
1032,1,0.06,0.00,0.00,,,,,,,,,,
1032,1,0.06,0.00,0.00,,,,,,,,,,
1032,1,0.06,0.00,0.00,,,,,,,,,,
1032,1,0.06,0.00,0.00,,,,,,,,,,
1033,1,0.06,1.16,1.01,,,,,,,,,,
1033,1,0.06,0.92,1.03,,,,,,,,,,
1033,1,0.06,0.87,0.81,,,,,,,,,,
1033,1,0.06,0.85,1.01,,,,,,,,,,
1,1,0.10,0.75,0.80,,,,,,,,,,
1,1,0.10,0.00,0.00,,,,,,,,,,
1,1,0.10,0.93,1.02,,,,,,,,,,
1,1,0.10,0.68,0.70,,,,,,,,,,
8,1,0.10,1.53,1.38,,,,,,,,,,
8,1,0.10,1.02,1.19,,,,,,,,,,
8,1,0.10,0.98,0.89,,,,,,,,,,
8,1,0.10,0.93,0.85,,,,,,,,,,
12B,1,0.10,1.70,1.52,,,,,,,,,,
12B,1,0.10,1.20,1.12,,,,,,,,,,
12B,1,0.10,0.40,0.40,,,,,,,,,,
12B,1,0.10,0.00,0.00,,,,,,,,,,
20,1,0.10,0.40,0.40,,,,,,,,,,
20,1,0.10,0.5,0.5,,,,,,,,,,
20,1,0.10,1.64,1.78,,,,,,,,,,
20,1,0.10,1.31,0.95,,,,,,,,,,
123,1,0.10,1.05,1.10,,,,,,,,,,
123,1,0.10,0.00,0.00,,,,,,,,,,
123,1,0.10,0.89,0.86,,,,,,,,,,
123,1,0.10,0.63,0.66,,,,,,,,,,
21,1,0.10,0.00,0.00,,,,,,,,,,
21,1,0.10,0.00,0.00,,,,,,,,,,
21,1,0.10,0.00,0.00,,,,,,,,,,
21,1,0.10,0.00,0.00,,,,,,,,,,
74SS1,1,0.10,0.90,1.00,,,,,,,,,,
74SS1,1,0.10,1.03,0.97,,,,,,,,,,
74SS1,1,0.10,0.00,0.00,,,,,,,,,,
74SS1,1,0.10,0.00,0.00,,,,,,,,,,
87,1,0.10,1.34,1.36,,,,,,,,,,
87,1,0.10,1.08,1.00,,,,,,,,,,
87,1,0.10,0.00,0.00,,,,,,,,,,
87,1,0.10,0.15,0.15,,,,,,,,,,
118,1,0.10,1.11,1.15,,,,,,,,,,
118,1,0.10,0.99,0.92,,,,,,,,,,
118,1,0.10,1.24,1.20,,,,,,,,,,
118,1,0.10,1.35,1.15,,,,,,,,,,
129,1,0.10,0.00,0.00,,,,,,,,,,
129,1,0.10,0.00,0.00,,,,,,,,,,
129,1,0.10,0.00,0.00,,,,,,,,,,
129,1,0.10,1.03,1.08,,,,,,,,,,
449,1,0.10,0.00,0.00,,,,,,,,,,
449,1,0.10,0.00,0.00,,,,,,,,,,
449,1,0.10,0.00,0.00,,,,,,,,,,
449,1,0.10,0.00,0.00,,,,,,,,,,
461,1,0.10,0.00,0.00,,,,,,,,,,
461,1,0.10,0.00,0.00,,,,,,,,,,
461,1,0.10,0.00,0.00,,,,,,,,,,
461,1,0.10,0.00,0.00,,,,,,,,,,
467,1,0.10,0.00,0.00,,,,,,,,,,
467,1,0.10,0.00,0.00,,,,,,,,,,
467,1,0.10,0.74,0.56,,,,,,,,,,
467,1,0.10,0.00,0.00,,,,,,,,,,
475,1,0.10,0.00,0.00,,,,,,,,,,
475,1,0.10,0.00,0.00,,,,,,,,,,
475,1,0.10,0.00,0.00,,,,,,,,,,
475,1,0.10,0.00,0.00,,,,,,,,,,
558,1,0.10,1.44,1.71,,,,,,,,,,
558,1,0.10,1.72,1.87,,,,,,,,,,
558,1,0.10,1.91,1.66,,,,,,,,,,
558,1,0.10,2.14,1.95,,,,,,,,,,
564,1,0.10,0.00,0.00,,,,,,,,,,
564,1,0.10,0.00,0.00,,,,,,,,,,
564,1,0.10,0.00,0.00,,,,,,,,,,
564,1,0.10,0.00,0.00,,,,,,,,,,
568,1,0.10,0.91,1.09,,,,,,,,,,
568,1,0.10,1.57,1.42,,,,,,,,,,
568,1,0.10,1.38,1.30,,,,,,,,,,
568,1,0.10,1.61,1.64,,,,,,,,,,
581,1,0.10,0.20,0.20,,,,,,,,,,
581,1,0.10,0.00,0.00,,,,,,,,,,
581,1,0.10,2.20,1.97,,,,,,,,,,
581,1,0.10,0.00,0.00,,,,,,,,,,
645,1,0.10,0.00,0.00,,,,,,,,,,
645,1,0.10,0.00,0.00,,,,,,,,,,
645,1,0.10,1.59,1.30,,,,,,,,,,
645,1,0.10,1.31,1.04,,,,,,,,,,
667,1,0.10,0.05,0.05,,,,,,,,,,
667,1,0.10,0.00,0.00,,,,,,,,,,
667,1,0.10,0.00,0.00,,,,,,,,,,
667,1,0.10,0.00,0.00,,,,,,,,,,
800,1,0.10,0.00,0.00,,,,,,,,,,
800,1,0.10,0.00,0.00,,,,,,,,,,
800,1,0.10,0.05,0.05,,,,,,,,,,
800,1,0.10,0.00,0.00,,,,,,,,,,
62-02,1,0.10,1.21,1.08,,,,,,,,,,
62-02,1,0.10,1.48,1.30,,,,,,,,,,
62-02,1,0.10,1.25,1.27,,,,,,,,,,
62-02,1,0.10,1.14,1.00,,,,,,,,,,
62-03,1,0.10,0.00,0.00,,,,,,,,,,
62-03,1,0.10,0.00,0.00,,,,,,,,,,
62-03,1,0.10,0.00,0.00,,,,,,,,,,
62-03,1,0.10,0.30,0.30,,,,,,,,,,
62-04,1,0.10,1.62,1.54,,,,,,,,,,
62-04,1,0.10,1.12,1.29,,,,,,,,,,
62-04,1,0.10,1.36,1.57,,,,,,,,,,
62-04,1,0.10,1.19,1.09,,,,,,,,,,
78-01,1,0.10,0.89,0.92,,,,,,,,,,
78-01,1,0.10,0.30,0.30,,,,,,,,,,
78-01,1,0.10,0.25,0.25,,,,,,,,,,
78-01,1,0.10,0.65,0.84,,,,,,,,,,
78-02,1,0.10,0.00,0.00,,,,,,,,,,
78-02,1,0.10,0.10,0.10,,,,,,,,,,
78-02,1,0.10,1.40,1.48,,,,,,,,,,
78-02,1,0.10,0.00,0.00,,,,,,,,,,
78-05,1,0.10,0.67,0.98,,,,,,,,,,
78-05,1,0.10,0.10,0.10,,,,,,,,,,
78-05,1,0.10,0.88,0.88,,,,,,,,,,
78-05,1,0.10,0.00,0.00,,,,,,,,,,
S-01,1,0.10,0.84,1.08,,,,,,,,,,
S-01,1,0.10,1.24,1.07,,,,,,,,,,
S-01,1,0.10,0.97,0.86,,,,,,,,,,
S-01,1,0.10,0.00,0.00,,,,,,,,,,
H-01,1,0.10,0.45,0.92,,,,,,,,,,
H-01,1,0.10,0.00,0.00,,,,,,,,,,
H-01,1,0.10,0.40,0.40,,,,,,,,,,
H-01,1,0.10,0.99,0.86,,,,,,,,,,
H-03,1,0.10,1.24,1.31,,,,,,,,,,
H-03,1,0.10,0.00,0.00,,,,,,,,,,
H-03,1,0.10,1.29,1.35,,,,,,,,,,
H-03,1,0.10,0.30,0.30,,,,,,,,,,
H-04,1,0.10,0.00,0.00,,,,,,,,,,
H-04,1,0.10,0.00,0.00,,,,,,,,,,
H-04,1,0.10,1.04,0.95,,,,,,,,,,
H-04,1,0.10,1.22,1.22,,,,,,,,,,
I-20,1,0.10,0.00,0.00,,,,,,,,,,
I-20,1,0.10,0.00,0.00,,,,,,,,,,
I-20,1,0.10,0.00,0.00,,,,,,,,,,
I-20,1,0.10,0.00,0.00,,,,,,,,,,
419,1,0.10,0.40,0.40,,,,,,,,,,
419,1,0.10,1.26,1.21,,,,,,,,,,
419,1,0.10,0.35,0.35,,,,,,,,,,
419,1,0.10,0.00,0.00,,,,,,,,,,
413,1,0.10,1.32,1.44,,,,,,,,,,
413,1,0.10,1.60,1.38,,,,,,,,,,
413,1,0.10,1.72,1.74,,,,,,,,,,
413,1,0.10,1.63,1.63,,,,,,,,,,
W212,1,0.10,1.50,1.61,,,,,,,,,,
W212,1,0.10,1.16,1.22,,,,,,,,,,
W212,1,0.10,2.15,1.80,,,,,,,,,,
W212,1,0.10,2.17,2.16,,,,,,,,,,
318,1,0.10,0.20,0.20,,,,,,,,,,
318,1,0.10,1.16,1.26,,,,,,,,,,
318,1,0.10,0.55,0.86,,,,,,,,,,
318,1,0.10,1.45,1.16,,,,,,,,,,
1025,1,0.10,0.00,0.00,,,,,,,,,,
1025,1,0.10,0.20,0.20,,,,,,,,,,
1025,1,0.10,0.60,0.68,,,,,,,,,,
1025,1,0.10,0.35,0.35,,,,,,,,,,
1026,1,0.10,0.70,0.91,,,,,,,,,,
1026,1,0.10,0.87,0.95,,,,,,,,,,
1026,1,0.10,2.46,2.46,,,,,,,,,,
1026,1,0.10,1.21,0.92,,,,,,,,,,
1027,1,0.10,0.00,0.00,,,,,,,,,,
1027,1,0.10,0.00,0.00,,,,,,,,,,
1027,1,0.10,0.00,0.00,,,,,,,,,,
1027,1,0.10,0.00,0.00,,,,,,,,,,
1029,1,0.10,0.20,0.20,,,,,,,,,,
1029,1,0.10,0.00,0.00,,,,,,,,,,
1029,1,0.10,0.00,0.00,,,,,,,,,,
1029,1,0.10,0.00,0.00,,,,,,,,,,
1032,1,0.10,0.00,0.00,,,,,,,,,,
1032,1,0.10,0.00,0.00,,,,,,,,,,
1032,1,0.10,0.00,0.00,,,,,,,,,,
1032,1,0.10,0.00,0.00,,,,,,,,,,
1033,1,0.10,0.10,0.10,,,,,,,,,,
1033,1,0.10,1.09,1.03,,,,,,,,,,
1033,1,0.10,1.31,1.27,,,,,,,,,,
1033,1,0.10,0.90,0.88,,,,,,,,,,
1,2,0.00,7.61,7.61,,,,,,,,,,
1,2,0.00,7.69,7.53,,,,,,,,,,
1,2,0.00,7.87,7.87,,,,,,,,,,
1,2,0.00,7.77,7.73,,,,,,,,,,
8,2,0.00,7.23,7.51,,,,,,,,,,
8,2,0.00,7.49,7.62,,,,,,,,,,
8,2,0.00,7.33,7.19,,,,,,,,,,
8,2,0.00,7.54,7.42,,,,,,,,,,
12B,2,0.00,7.08,7.06,,,,,,,,,,
12B,2,0.00,7.35,7.35,,,,,,,,,,
12B,2,0.00,7.18,7.08,,,,,,,,,,
12B,2,0.00,7.50,7.56,,,,,,,,,,
20,2,0.00,7.83,7.48,,,,,,,,,,
20,2,0.00,7.00,7.03,,,,,,,,,,
20,2,0.00,7.25,7.52,,,,,,,,,,
20,2,0.00,7.35,6.98,,,,,,,,,,
123,2,0.00,7.22,7.20,,,,,,,,,,
123,2,0.00,7.58,7.41,,,,,,,,,,
123,2,0.00,7.12,7.17,,,,,,,,,,
123,2,0.00,7.00,7.16,,,,,,,,,,
21,2,0.00,6.81,6.88,,,,,,,,,,
21,2,0.00,6.69,6.77,,,,,,,,,,
21,2,0.00,6.67,6.82,,,,,,,,,,
21,2,0.00,7.46,7.39,,,,,,,,,,
74SS1,2,0.00,6.54,6.67,,,,,,,,,,
74SS1,2,0.00,5.37,5.27,,,,,,,,,,
74SS1,2,0.00,6.41,6.62,,,,,,,,,,
74SS1,2,0.00,7.23,7.24,,,,,,,,,,
87,2,0.00,5.34,5.20,,,,,,,,,,
87,2,0.00,6.48,6.50,,,,,,,,,,
87,2,0.00,6.79,6.85,,,,,,,,,,
87,2,0.00,6.24,6.25,,,,,,,,,,
