ID,experimental_replicate,dose,ecuatorial,polar,
1,1,0,5.73,5.86,
1,1,0,6.11,6.01,
1,1,0,5.37,5.30,
1,1,0,6.03,5.43,
8,1,0,5.23,5.23,
8,1,0,5.60,5.18,
8,1,0,5.47,5.34,
8,1,0,5.59,5.79,
12B,1,0,6.11,5.91,
12B,1,0,6.10,6.24,
12B,1,0,6.57,6.34,
12B,1,0,6.38,6.31,
20,1,0,5.46,5.07,
20,1,0,5.87,5.84,
20,1,0,5.25,5.24,
20,1,0,5.39,5.65,
21,1,0,5.86,5.60,
21,1,0,5.94,6.09,
21,1,0,6.46,5.98,
21,1,0,5.80,5.74,
74SS1,1,0,5.72,5.36,
74SS1,1,0,6.34,6.01,
74SS1,1,0,6.54,6.61,
74SS1,1,0,6.46,6.59,
87,1,0,5.91,5.73,
87,1,0,5.97,5.47,
87,1,0,6.02,6.29,
87,1,0,5.35,5.25,
118,1,0,6.56,6.31,
118,1,0,6.35,6.29,
118,1,0,7.38,7.27,
118,1,0,6.67,6.78,
123,1,0,6.67,6.46,
123,1,0,5.66,6.17,
123,1,0,6.13,6.42,
123,1,0,6.27,5.57,
129,1,0,5.35,5.90,
129,1,0,5.62,5.67,
129,1,0,5.59,6.09,
129,1,0,5.95,5.87,
449,1,0,6.78,6.61,
449,1,0,7.71,7.84,
449,1,0,5.72,5.69,
449,1,0,8.21,8.21,
461,1,0,5.07,4.95,
461,1,0,5.83,5.09,
461,1,0,4.96,5.14,
461,1,0,4.96,4.67,
467,1,0,4.93,4.92,
467,1,0,5.10,5.33,
467,1,0,5.69,5.97,
467,1,0,4.66,4.71,
475,1,0,5.74,6.11,
475,1,0,6.13,6.05,
475,1,0,6.86,6.06,
475,1,0,5.89,6.26,
558,1,0,5.40,5.46,
558,1,0,6.20,5.89,
558,1,0,6.14,6.08,
558,1,0,5.78,6.00,
564,1,0,5.50,5.54,
564,1,0,5.59,5.42,
564,1,0,6.21,5.91,
564,1,0,5.66,6.09,
568,1,0,6.05,5.36,
568,1,0,6.05,6.09,
568,1,0,6.44,6.34,
568,1,0,5.48,5.34,
581,1,0,6.47,6.25,
581,1,0,6.70,6.71,
581,1,0,6.66,6.72,
581,1,0,6.61,7.09,
645,1,0,5.75,5.92,
645,1,0,6.03,5.45,
645,1,0,5.28,5.68,
645,1,0,5.57,5.67,
667,1,0,6.18,6.12,
667,1,0,6.01,5.68,
667,1,0,5.91,5.78,
667,1,0,5.57,5.68,
800,1,0,6.43,6.57,
800,1,0,6.81,6.79,
800,1,0,7.15,7.46,
800,1,0,6.57,6.41,
62-02,1,0,4.47,4.53,
62-02,1,0,5.24,4.75,
62-02,1,0,5.53,5.21,
62-02,1,0,5.51,5.64,
62-03,1,0,5.86,5.94,
62-03,1,0,6.59,6.15,
62-03,1,0,6.50,6.26,
62-03,1,0,6.33,5.81,
62-04,1,0,6.26,6.01,
62-04,1,0,6.81,6.84,
62-04,1,0,6.72,7.02,
62-04,1,0,6.69,6.95,
78-01,1,0,7.79,7.65,
78-01,1,0,7.78,7.86,
78-01,1,0,8.07,7.91,
78-01,1,0,7.80,7.88,
78-02,1,0,5.55,6.03,
78-02,1,0,6.18,6.21,
78-02,1,0,6.49,6.80,
78-02,1,0,6.77,6.66,
78-05,1,0,5.69,5.67,
78-05,1,0,6.02,6.18,
78-05,1,0,6.16,6.35,
78-05,1,0,6.33,6.25,
S-01,1,0,6.05,6.18,
S-01,1,0,5.96,6.48,
S-01,1,0,6.47,6.46,
S-01,1,0,6.78,7.09,
H-01,1,0,6.16,6.09,
H-01,1,0,6.40,6.77,
H-01,1,0,6.56,6.53,
H-01,1,0,6.14,6.14,
H-03,1,0,5.85,5.74,
H-03,1,0,5.91,5.72,
H-03,1,0,6.00,6.12,
H-03,1,0,6.84,6.66,
H-04,1,0,5.75,5.79,
H-04,1,0,5.97,6.01,
H-04,1,0,7.07,6.80,
H-04,1,0,6.18,6.11,
I-20,1,0,5.71,5.77,
I-20,1,0,5.66,5.67,
I-20,1,0,5.51,5.83,
I-20,1,0,6.01,6.13,
419,1,0,5.80,5.76,
419,1,0,6.75,6.82,
419,1,0,6.80,6.90,
419,1,0,6.58,6.45,
413,1,0,5.70,6.03,
413,1,0,6.50,6.29,
413,1,0,5.91,6.00,
413,1,0,6.73,6.53,
W212,1,0,6.02,5.90,
W212,1,0,7.02,7.04,
W212,1,0,6.32,6.49,
W212,1,0,6.24,6.13,
318,1,0,4.61,4.77,
318,1,0,5.36,5.33,
318,1,0,6.30,6.28,
318,1,0,5.98,5.83,
1025,1,0,5.98,5.95,
1025,1,0,5.83,5.72,
1025,1,0,5.10,4.86,
1025,1,0,5.89,6.07,
1026,1,0,5.95,5.97,
1026,1,0,6.27,6.38,
1026,1,0,6.62,6.41,
1026,1,0,6.13,6.63,
1027,1,0,5.54,5.32,
1027,1,0,6.23,6.13,
1027,1,0,6.63,6.60,
1027,1,0,6.18,5.96,
1029,1,0,5.62,5.13,
1029,1,0,5.21,5.43,
1029,1,0,6.23,6.04,
1029,1,0,5.74,6.03,
1032,1,0,6.45,6.32,
1032,1,0,5.77,6.27,
1032,1,0,6.15,5.97,
1032,1,0,6.17,6.31,
1033,1,0,6.47,6.48,
1033,1,0,6.21,6.08,
1033,1,0,6.70,6.64,
1033,1,0,6.59,6.17,
1,1,0.025,5.67,5.64,
1,1,0.025,6.27,6.12,
1,1,0.025,6.46,6.32,
1,1,0.025,5.24,5.31,
8,1,0.025,4.89,4.78,
8,1,0.025,5.03,5.04,
8,1,0.025,5.24,5.14,
8,1,0.025,4.28,4.45,
12B,1,0.025,5.60,5.69,
12B,1,0.025,5.44,5.27,
12B,1,0.025,5.88,5.71,
12B,1,0.025,4.77,4.85,
20,1,0.025,5.34,5.22,
20,1,0.025,5.61,5.34,
20,1,0.025,5.82,5.73,
20,1,0.025,4.91,4.84,
21,1,0.025,5.71,5.38,
21,1,0.025,5.48,5.26,
21,1,0.025,5.57,5.43,
21,1,0.025,4.61,4.60,
74SS1,1,0.025,5.21,5.12,
74SS1,1,0.025,5.17,5.03,
74SS1,1,0.025,5.49,5.41,
74SS1,1,0.025,4.38,4.25,
87,1,0.025,4.45,4.28,
87,1,0.025,4.72,4.71,
87,1,0.025,5.04,4.84,
87,1,0.025,3.83,3.82,
118,1,0.025,5.61,5.33,
118,1,0.025,5.22,5.35,
118,1,0.025,5.15,5.16,
118,1,0.025,4.26,4.34,
123,1,0.025,5.31,5.25,
123,1,0.025,5.47,5.19,
123,1,0.025,6.17,5.87,
123,1,0.025,4.91,5.24,
129,1,0.025,5.88,5.89,
129,1,0.025,5.96,5.98,
129,1,0.025,6.42,6.16,
129,1,0.025,5.08,5.20,
449,1,0.025,5.75,5.60,
449,1,0.025,5.60,5.60,
449,1,0.025,5.99,5.96,
449,1,0.025,5.84,5.79,
461,1,0.025,4.71,4.58,
461,1,0.025,5.08,5.11,
461,1,0.025,4.97,5.12,
461,1,0.025,4.14,4.36,
467,1,0.025,5.47,5.33,
467,1,0.025,5.59,5.98,
467,1,0.025,5.76,5.71,
467,1,0.025,5.03,5.07,
475,1,0.025,5.29,5.91,
475,1,0.025,5.76,5.71,
475,1,0.025,5.75,5.98,
475,1,0.025,5.27,5.12,
558,1,0.025,4.75,4.78,
558,1,0.025,5.09,5.05,
558,1,0.025,5.40,5.43,
558,1,0.025,4.29,4.30,
564,1,0.025,4.77,4.87,
564,1,0.025,4.57,4.57,
564,1,0.025,5.43,5.19,
564,1,0.025,4.68,4.33,
568,1,0.025,5.46,5.37,
568,1,0.025,6.12,6.15,
568,1,0.025,5.94,5.87,
568,1,0.025,5.01,4.94,
581,1,0.025,5.50,5.85,
581,1,0.025,5.27,6.83,
581,1,0.025,6.12,6.28,
581,1,0.025,5.29,5.26,
645,1,0.025,5.65,5.66,
645,1,0.025,5.55,5.68,
645,1,0.025,5.74,5.91,
645,1,0.025,4.71,4.80,
667,1,0.025,4.63,4.57,
667,1,0.025,4.96,4.75,
667,1,0.025,5.43,5.30,
667,1,0.025,4.19,4.25,
800,1,0.025,,,
800,1,0.025,,,
800,1,0.025,,,
800,1,0.025,,,
62-02,1,0.025,5.35,5.35,
62-02,1,0.025,5.35,5.28,
62-02,1,0.025,5.14,5.07,
62-02,1,0.025,4.65,4.81,
62-03,1,0.025,5.00,4.96,
62-03,1,0.025,5.51,5.40,
62-03,1,0.025,5.49,5.38,
62-03,1,0.025,4.70,4.81,
62-04,1,0.025,5.74,5.87,
62-04,1,0.025,5.51,5.52,
62-04,1,0.025,5.18,5.20,
62-04,1,0.025,4.67,4.94,
78-01,1,0.025,5.42,5.44,
78-01,1,0.025,5.63,5.84,
78-01,1,0.025,5.50,5.52,
78-01,1,0.025,4.39,4.36,
78-02,1,0.025,5.54,5.78,
78-02,1,0.025,5.96,6.08,
78-02,1,0.025,6.19,6.09,
78-02,1,0.025,5.19,5.04,
78-05,1,0.025,5.34,5.34,
78-05,1,0.025,5.53,5.50,
78-05,1,0.025,5.49,5.65,
78-05,1,0.025,5.18,5.09,
S-01,1,0.025,5.17,5.14,
S-01,1,0.025,5.22,5.32,
S-01,1,0.025,5.30,5.58,
S-01,1,0.025,4.67,4.67,
H-01,1,0.025,5.48,5.52,
H-01,1,0.025,4.16,4.26,
H-01,1,0.025,5.49,5.42,
H-01,1,0.025,5.22,5.15,
H-03,1,0.025,3.26,3.10,
H-03,1,0.025,,,
H-03,1,0.025,5.67,5.81,
H-03,1,0.025,4.87,4.79,
H-04,1,0.025,5.35,5.50,
H-04,1,0.025,5.08,5.12,
H-04,1,0.025,5.43,5.38,
H-04,1,0.025,4.26,4.39,
I-20,1,0.025,3.96,3.90,
I-20,1,0.025,4.53,4.42,
I-20,1,0.025,4.72,4.74,
I-20,1,0.025,3.48,3.42,
419,1,0.025,5.30,5.28,
419,1,0.025,5.70,5.46,
419,1,0.025,5.69,5.75,
419,1,0.025,4.53,4.48,
413,1,0.025,5.42,5.21,
413,1,0.025,5.28,5.35,
413,1,0.025,5.19,5.01,
413,1,0.025,5.15,5.26,
W212,1,0.025,4.91,5.13,
W212,1,0.025,5.15,5.18,
W212,1,0.025,5.60,5.39,
W212,1,0.025,4.65,4.48,
318,1,0.025,5.65,5.66,
318,1,0.025,5.95,5.86,
318,1,0.025,5.53,5.72,
318,1,0.025,4.84,4.73,
1025,1,0.025,5.69,5.79,
1025,1,0.025,5.78,5.66,
1025,1,0.025,5.90,6.11,
1025,1,0.025,5.39,5.33,
1026,1,0.025,5.46,5.40,
1026,1,0.025,6.02,6.08,
1026,1,0.025,5.80,5.77,
1026,1,0.025,5.38,5.12,
1027,1,0.025,5.61,5.46,
1027,1,0.025,5.62,6.13,
1027,1,0.025,5.45,5.58,
1027,1,0.025,5.39,5.29,
1029,1,0.025,5.55,5.49,
1029,1,0.025,6.23,6.06,
1029,1,0.025,6.00,5.79,
1029,1,0.025,5.26,5.45,
1032,1,0.025,3.47,3.44,
1032,1,0.025,4.31,4.21,
1032,1,0.025,4.57,4.43,
1032,1,0.025,3.34,3.44,
1033,1,0.025,4.99,5.19,
1033,1,0.025,5.19,5.10,
1033,1,0.025,6.48,6.61,
1033,1,0.025,4.99,5.16,
1,1,0.05,2.84,2.90,
1,1,0.05,2.77,2.99,
1,1,0.05,2.72,2.64,
1,1,0.05,1.79,1.70,
8,1,0.05,2.65,2.93,
8,1,0.05,2.92,2.59,
8,1,0.05,2.68,2.24,
8,1,0.05,1.59,1.86,
12B,1,0.05,2.91,2.93,
12B,1,0.05,2.91,3.47,
12B,1,0.05,2.85,3.18,
12B,1,0.05,2.02,1.76,
20,1,0.05,2.96,2.86,
20,1,0.05,3.04,3.15,
20,1,0.05,3.06,2.57,
20,1,0.05,2.02,1.96,
21,1,0.05,3.20,3.32,
21,1,0.05,2.72,3.40,
21,1,0.05,3.15,3.14,
21,1,0.05,2.10,2.29,
74SS1,1,0.05,3.36,3.38,
74SS1,1,0.05,3.33,3.25,
74SS1,1,0.05,3.04,2.88,
74SS1,1,0.05,2.12,2.10,
87,1,0.05,2.67,2.62,
87,1,0.05,2.74,2.26,
87,1,0.05,2.40,2.67,
87,1,0.05,1.41,1.52,
118,1,0.05,3.31,3.07,
118,1,0.05,3.29,3.24,
118,1,0.05,3.17,3.31,
118,1,0.05,2.40,2.32,
123,1,0.05,3.22,3.35,
123,1,0.05,2.97,3.39,
123,1,0.05,2.82,3.22,
123,1,0.05,1.84,2.14,
129,1,0.05,3.00,3.19,
129,1,0.05,2.99,3.12,
129,1,0.05,3.01,2.92,
129,1,0.05,1.82,1.47,
449,1,0.05,4.82,4.76,
449,1,0.05,4.85,4.81,
449,1,0.05,4.92,4.86,
449,1,0.05,5.25,5.30,
461,1,0.05,2.53,2.51,
461,1,0.05,2.58,2.28,
461,1,0.05,2.21,2.56,
461,1,0.05,1.88,1.94,
467,1,0.05,2.83,2.59,
467,1,0.05,2.70,2.65,
467,1,0.05,2.77,2.59,
467,1,0.05,2.10,1.90,
475,1,0.05,3.12,2.92,
475,1,0.05,3.21,3.03,
475,1,0.05,2.96,3.14,
475,1,0.05,2.12,2.09,
558,1,0.05,2.75,2.83,
558,1,0.05,2.87,2.55,
558,1,0.05,2.61,2.52,
558,1,0.05,2.08,1.86,
564,1,0.05,3.83,3.88,
564,1,0.05,3.86,3.43,
564,1,0.05,3.45,3.74,
564,1,0.05,2.29,2.71,
568,1,0.05,3.27,3.12,
568,1,0.05,3.35,3.03,
568,1,0.05,2.45,2.71,
568,1,0.05,2.00,2.10,
581,1,0.05,3.01,3.13,
581,1,0.05,3.03,3.25,
581,1,0.05,2.91,2.87,
581,1,0.05,2.34,2.23,
645,1,0.05,3.37,3.29,
645,1,0.05,3.31,3.35,
645,1,0.05,3.32,3.10,
645,1,0.05,2.19,2.23,
667,1,0.05,2.82,3.20,
667,1,0.05,2.83,3.05,
667,1,0.05,2.57,2.54,
667,1,0.05,1.91,1.96,
800,1,0.05,3.00,3.02,
800,1,0.05,3.38,3.33,
800,1,0.05,2.69,2.63,
800,1,0.05,1.97,2.08,
62-02,1,0.05,2.95,3.00,
62-02,1,0.05,3.15,3.41,
62-02,1,0.05,2.87,3.16,
62-02,1,0.05,1.89,2.04,
62-03,1,0.05,3.12,3.16,
62-03,1,0.05,3.23,3.39,
62-03,1,0.05,3.32,3.27,
62-03,1,0.05,1.94,2.07,
62-04,1,0.05,3.06,3.29,
62-04,1,0.05,3.31,3.17,
62-04,1,0.05,3.14,2.94,
62-04,1,0.05,2.41,2.43,
78-01,1,0.05,4.89,5.01,
78-01,1,0.05,4.82,4.98,
78-01,1,0.05,4.23,4.00,
78-01,1,0.05,3.34,3.25,
78-02,1,0.05,2.86,3.21,
78-02,1,0.05,3.03,2.97,
78-02,1,0.05,3.03,3.05,
78-02,1,0.05,2.02,2.05,
78-05,1,0.05,3.46,3.40,
78-05,1,0.05,3.26,3.61,
78-05,1,0.05,2.91,3.08,
78-05,1,0.05,2.20,2.26,
S-01,1,0.05,3.14,3.28,
S-01,1,0.05,3.37,3.22,
S-01,1,0.05,2.75,2.91,
S-01,1,0.05,2.12,2.15,
H-01,1,0.05,3.41,3.45,
H-01,1,0.05,3.51,3.38,
H-01,1,0.05,3.00,3.21,
H-01,1,0.05,2.33,2.17,
H-03,1,0.05,3.10,3.05,
H-03,1,0.05,3.22,3.07,
H-03,1,0.05,2.63,2.95,
H-03,1,0.05,1.97,2.03,
H-04,1,0.05,3.14,3.44,
H-04,1,0.05,2.79,3.34,
H-04,1,0.05,2.94,2.59,
H-04,1,0.05,2.35,2.12,
I-20,1,0.05,1.62,1.77,
I-20,1,0.05,1.58,1.59,
I-20,1,0.05,1.41,1.46,
I-20,1,0.05,1.12,1.34,
419,1,0.05,3.52,3.20,
419,1,0.05,3.48,3.12,
419,1,0.05,2.89,2.80,
419,1,0.05,2.16,1.90,
413,1,0.05,3.18,3.40,
413,1,0.05,3.49,3.51,
413,1,0.05,3.34,3.25,
413,1,0.05,2.28,2.27,
W212,1,0.05,3.36,3.51,
W212,1,0.05,3.37,3.36,
W212,1,0.05,3.16,2.93,
W212,1,0.05,2.43,2.65,
318,1,0.05,2.39,2.36,
318,1,0.05,2.54,2.72,
318,1,0.05,2.40,2.71,
318,1,0.05,1.69,1.66,
1025,1,0.05,2.68,2.52,
1025,1,0.05,2.58,2.65,
1025,1,0.05,1.95,2.14,
1025,1,0.05,1.66,2.15,
1026,1,0.05,3.15,2.98,
1026,1,0.05,3.24,3.54,
1026,1,0.05,2.79,3.40,
1026,1,0.05,2.08,2.44,
1027,1,0.05,3.27,3.31,
1027,1,0.05,2.97,3.12,
1027,1,0.05,2.72,2.52,
1027,1,0.05,2.09,2.25,
1029,1,0.05,3.55,3.46,
1029,1,0.05,2.97,3.22,
1029,1,0.05,3.17,3.17,
1029,1,0.05,2.40,2.21,
1032,1,0.05,2.30,2.22,
1032,1,0.05,2.30,2.44,
1032,1,0.05,1.94,2.11,
1032,1,0.05,1.90,1.55,
1033,1,0.05,3.25,3.12,
1033,1,0.05,2.95,2.89,
1033,1,0.05,2.91,2.87,
1033,1,0.05,2.28,2.07,
1,1,0.1,2.11,2.48,
1,1,0.1,2.71,2.14,
1,1,0.1,1.96,2.58,
1,1,0.1,2.08,2.67,
8,1,0.1,2.24,2.00,
8,1,0.1,2.13,1.90,
8,1,0.1,1.80,2.36,
8,1,0.1,2.29,1.91,
12B,1,0.1,2.09,2.20,
12B,1,0.1,2.39,2.37,
12B,1,0.1,2.61,2.46,
12B,1,0.1,2.68,2.24,
20,1,0.1,1.96,2.64,
20,1,0.1,2.79,2.55,
20,1,0.1,2.34,2.48,
20,1,0.1,2.44,2.43,
21,1,0.1,2.38,2.73,
21,1,0.1,2.70,2.80,
21,1,0.1,2.57,2.91,
21,1,0.1,2.76,2.73,
74SS1,1,0.1,2.67,2.27,
74SS1,1,0.1,2.69,2.58,
74SS1,1,0.1,2.83,2.40,
74SS1,1,0.1,2.75,2.88,
87,1,0.1,2.41,2.09,
87,1,0.1,2.14,2.29,
87,1,0.1,2.16,2.37,
87,1,0.1,2.06,2.46,
118,1,0.1,2.47,2.67,
118,1,0.1,2.40,2.41,
118,1,0.1,1.95,2.49,
118,1,0.1,2.11,2.40,
123,1,0.1,2.10,2.27,
123,1,0.1,2.26,2.35,
123,1,0.1,1.69,2.53,
123,1,0.1,1.99,1.74,
129,1,0.1,2.27,2.43,
129,1,0.1,2.59,2.58,
129,1,0.1,2.45,2.62,
129,1,0.1,2.04,2.06,
449,1,0.1,4.14,3.98,
449,1,0.1,4.13,4.08,
449,1,0.1,4.15,4.07,
449,1,0.1,4.29,4.00,
461,1,0.1,1.79,1.93,
461,1,0.1,1.78,1.83,
461,1,0.1,1.88,1.80,
461,1,0.1,1.98,1.91,
467,1,0.1,1.74,2.15,
467,1,0.1,2.22,2.05,
467,1,0.1,2.31,2.14,
467,1,0.1,1.63,1.45,
475,1,0.1,2.44,2.18,
475,1,0.1,2.18,2.13,
475,1,0.1,2.59,2.64,
475,1,0.1,2.26,2.36,
558,1,0.1,2.27,2.25,
558,1,0.1,2.38,2.36,
558,1,0.1,2.15,2.59,
558,1,0.1,2.31,2.35,
564,1,0.1,2.97,2.65,
564,1,0.1,3.02,2.81,
564,1,0.1,2.77,2.66,
564,1,0.1,3.07,3.06,
568,1,0.1,2.25,2.53,
568,1,0.1,2.49,2.69,
568,1,0.1,2.31,2.12,
568,1,0.1,2.30,2.06,
581,1,0.1,2.60,2.54,
581,1,0.1,2.76,2.68,
581,1,0.1,2.70,2.73,
581,1,0.1,2.77,2.73,
645,1,0.1,2.91,2.46,
645,1,0.1,2.52,2.45,
645,1,0.1,2.77,2.77,
645,1,0.1,2.84,2.16,
667,1,0.1,2.31,2.46,
667,1,0.1,2.21,2.52,
667,1,0.1,2.18,2.15,
667,1,0.1,2.41,2.03,
800,1,0.1,2.28,2.43,
800,1,0.1,2.36,2.41,
800,1,0.1,1.95,1.90,
800,1,0.1,2.03,2.13,
62-02,1,0.1,2.20,2.36,
62-02,1,0.1,2.41,2.38,
62-02,1,0.1,2.29,2.23,
62-02,1,0.1,2.28,2.15,
62-03,1,0.1,2.18,2.32,
62-03,1,0.1,2.71,2.57,
62-03,1,0.1,2.68,2.59,
62-03,1,0.1,2.73,2.41,
62-04,1,0.1,2.59,2.48,
62-04,1,0.1,2.72,2.89,
62-04,1,0.1,2.71,2.52,
62-04,1,0.1,2.56,2.71,
78-01,1,0.1,3.18,3.01,
78-01,1,0.1,3.40,3.48,
78-01,1,0.1,3.34,3.36,
78-01,1,0.1,3.43,3.51,
78-02,1,0.1,2.12,2.19,
78-02,1,0.1,2.39,2.12,
78-02,1,0.1,2.24,2.49,
78-02,1,0.1,2.29,2.43,
78-05,1,0.1,2.40,2.41,
78-05,1,0.1,2.47,2.43,
78-05,1,0.1,2.68,2.50,
78-05,1,0.1,2.58,2.58,
S-01,1,0.1,2.06,2.09,
S-01,1,0.1,2.20,2.33,
S-01,1,0.1,1.62,1.76,
S-01,1,0.1,2.08,1.80,
H-01,1,0.1,2.91,2.59,
H-01,1,0.1,2.70,2.95,
H-01,1,0.1,2.88,2.67,
H-01,1,0.1,2.66,2.73,
H-03,1,0.1,2.40,2.62,
H-03,1,0.1,2.66,2.80,
H-03,1,0.1,2.53,2.37,
H-03,1,0.1,2.10,2.74,
H-04,1,0.1,2.20,2.58,
H-04,1,0.1,1.97,2.00,
H-04,1,0.1,1.91,2.00,
H-04,1,0.1,2.01,2.15,
I-20,1,0.1,1.09,0.97,
I-20,1,0.1,1.08,0.96,
I-20,1,0.1,0.50,0.50,
I-20,1,0.1,1.03,1.14,
419,1,0.1,1.93,2.25,
419,1,0.1,2.42,2.34,
419,1,0.1,1.98,2.27,
419,1,0.1,2.31,2.28,
413,1,0.1,2.67,2.59,
413,1,0.1,2.66,2.24,
413,1,0.1,2.60,2.58,
413,1,0.1,2.52,2.62,
W212,1,0.1,2.46,2.65,
W212,1,0.1,2.71,2.74,
W212,1,0.1,2.77,2.44,
W212,1,0.1,2.80,2.69,
318,1,0.1,1.93,1.76,
318,1,0.1,1.65,2.02,
318,1,0.1,1.86,2.06,
318,1,0.1,1.65,1.72,
1025,1,0.1,2.41,2.19,
1025,1,0.1,2.19,2.20,
1025,1,0.1,2.22,2.20,
1025,1,0.1,2.08,2.28,
1026,1,0.1,2.60,2.41,
1026,1,0.1,2.69,2.75,
1026,1,0.1,2.03,2.20,
1026,1,0.1,2.37,2.46,
1027,1,0.1,2.36,2.41,
1027,1,0.1,2.77,2.62,
1027,1,0.1,2.31,2.48,
1027,1,0.1,2.38,2.35,
1029,1,0.1,2.56,2.45,
1029,1,0.1,2.34,2.57,
1029,1,0.1,2.68,2.40,
1029,1,0.1,2.63,2.18,
1032,1,0.1,1.95,2.01,
1032,1,0.1,2.04,2.03,
1032,1,0.1,1.78,1.91,
1032,1,0.1,1.82,2.02,
1033,1,0.1,2.22,2.39,
1033,1,0.1,2.55,2.43,
1033,1,0.1,2.29,2.06,
1033,1,0.1,2.52,2.40,
1,1,0.2,1.93,1.57,
1,1,0.2,1.94,2.38,
1,1,0.2,1.98,1.43,
1,1,0.2,1.78,1.75,
8,1,0.2,1.81,1.58,
8,1,0.2,1.33,1.49,
8,1,0.2,1.83,1.72,
8,1,0.2,1.93,1.89,
12B,1,0.2,1.91,2.10,
12B,1,0.2,2.24,2.18,
12B,1,0.2,2.02,1.97,
12B,1,0.2,1.77,2.29,
20,1,0.2,2.01,1.87,
20,1,0.2,1.84,1.65,
20,1,0.2,1.94,2.04,
20,1,0.2,1.73,2.20,
21,1,0.2,2.34,2.14,
21,1,0.2,1.99,2.01,
21,1,0.2,2.23,2.60,
21,1,0.2,2.10,2.39,
74SS1,1,0.2,1.92,1.96,
74SS1,1,0.2,2.13,1.79,
74SS1,1,0.2,2.06,2.26,
74SS1,1,0.2,2.00,2.06,
87,1,0.2,1.97,2.33,
87,1,0.2,1.94,1.61,
87,1,0.2,2.11,2.17,
87,1,0.2,1.85,2.34,
118,1,0.2,2.40,2.25,
118,1,0.2,1.68,1.67,
118,1,0.2,1.68,2.34,
118,1,0.2,2.16,1.93,
123,1,0.2,1.80,1.81,
123,1,0.2,1.86,1.66,
123,1,0.2,2.29,2.31,
123,1,0.2,1.37,1.79,
129,1,0.2,2.02,2.19,
129,1,0.2,1.81,2.06,
129,1,0.2,2.16,2.11,
129,1,0.2,2.13,2.11,
449,1,0.2,3.29,3.39,
449,1,0.2,3.29,3.41,
449,1,0.2,3.22,3.30,
449,1,0.2,3.51,3.30,
461,1,0.2,1.99,1.64,
461,1,0.2,2.08,1.55,
461,1,0.2,1.49,1.74,
461,1,0.2,1.57,1.55,
467,1,0.2,2.04,1.92,
467,1,0.2,1.92,1.82,
467,1,0.2,1.99,1.84,
467,1,0.2,2.18,1.81,
475,1,0.2,2.22,2.27,
475,1,0.2,2.36,1.77,
475,1,0.2,2.24,2.00,
475,1,0.2,2.39,2.23,
558,1,0.2,1.90,2.16,
558,1,0.2,2.13,2.31,
558,1,0.2,2.47,2.23,
558,1,0.2,2.34,2.45,
564,1,0.2,2.18,2.25,
564,1,0.2,2.24,2.36,
564,1,0.2,2.06,2.40,
564,1,0.2,2.34,2.01,
568,1,0.2,2.04,2.07,
568,1,0.2,2.19,1.69,
568,1,0.2,2.35,1.78,
568,1,0.2,2.02,1.87,
581,1,0.2,2.62,2.29,
581,1,0.2,2.33,2.20,
581,1,0.2,2.42,2.17,
581,1,0.2,2.31,2.38,
645,1,0.2,2.28,2.28,
645,1,0.2,2.24,2.11,
645,1,0.2,2.33,2.63,
645,1,0.2,2.34,2.44,
667,1,0.2,2.35,2.18,
667,1,0.2,2.41,2.61,
667,1,0.2,2.44,2.44,
667,1,0.2,2.46,2.49,
800,1,0.2,1.82,1.72,
800,1,0.2,1.44,1.62,
800,1,0.2,2.07,2.02,
800,1,0.2,2.01,1.80,
62-02,1,0.2,1.86,2.34,
62-02,1,0.2,2.03,2.14,
62-02,1,0.2,2.12,2.36,
62-02,1,0.2,2.15,2.02,
62-03,1,0.2,1.76,1.93,
62-03,1,0.2,2.11,2.14,
62-03,1,0.2,1.97,1.98,
62-03,1,0.2,1.93,2.00,
62-04,1,0.2,2.32,2.33,
62-04,1,0.2,2.24,2.14,
62-04,1,0.2,2.27,2.53,
62-04,1,0.2,2.26,2.19,
78-01,1,0.2,2.80,2.51,
78-01,1,0.2,2.44,2.35,
78-01,1,0.2,2.64,2.66,
78-01,1,0.2,2.54,2.68,
78-02,1,0.2,2.32,2.33,
78-02,1,0.2,2.37,2.09,
78-02,1,0.2,2.62,2.06,
78-02,1,0.2,2.13,1.98,
78-05,1,0.2,2.59,2.38,
78-05,1,0.2,2.04,2.49,
78-05,1,0.2,2.29,2.25,
78-05,1,0.2,2.15,2.33,
S-01,1,0.2,1.49,1.58,
S-01,1,0.2,1.53,1.62,
S-01,1,0.2,1.56,1.47,
S-01,1,0.2,1.31,1.44,
H-01,1,0.2,2.42,2.05,
H-01,1,0.2,2.32,2.27,
H-01,1,0.2,2.34,2.55,
H-01,1,0.2,2.50,2.15,
H-03,1,0.2,2.30,2.26,
H-03,1,0.2,2.26,2.17,
H-03,1,0.2,2.49,2.45,
H-03,1,0.2,2.03,2.26,
H-04,1,0.2,1.31,1.36,
H-04,1,0.2,1.23,1.05,
H-04,1,0.2,0.97,1.20,
H-04,1,0.2,1.10,1.15,
I-20,1,0.2,1.03,1.17,
I-20,1,0.2,0.99,0.99,
I-20,1,0.2,0.82,0.69,
I-20,1,0.2,1.03,0.70,
419,1,0.2,1.31,1.27,
419,1,0.2,1.75,1.94,
419,1,0.2,1.74,1.75,
419,1,0.2,1.74,1.79,
413,1,0.2,2.59,2.18,
413,1,0.2,2.37,1.96,
